Name,Category,SubCategory,Price,Oz,Description,ImageURL
Molasses Cookies,Food,Sweet Stuff,$4.99 ,/14 Oz,"Trader Joe�s Molasses Cookies are much like the molasses cookies your Grandma (or someone else�s Grandma) might�ve made � rich, soft, and chewy, with plenty of coarse sugar sprinkled on top. We think Grandma would approve. (Our tasting panel sure did!)",https://drive.google.com/file/d/1PddZX_dOGUrSDuEXiHG6EG_AmssVx-Yh/
Mushroom & Truffle Flavored Pesto,Food,Dip/Spread,$4.99 ,/6 Oz,"If you�re a fan of rich, deep flavors, you�re going to want to give Trader Joe�s Mushroom & Truffle Flavored Pesto a try. It�s positively packed with umami-imbued ingredients, including romano cheese; portabella, cremini, and shiitake mushrooms; and white truffle oil. These fun, fungi components are suspended in a smooth oil blend, with some pine nuts added for crunch (and pesto credibility). It�s finished with chopped Italian parsley, sea salt, and black pepper, creating a Pesto that imparts intense savory flavor to your plate of pasta.
TJ's Quite Possibly the World�s Largest Fusilli is a great delivery system for this Mushroom & Truffle Flavored Pesto, as the sauce easily clings to the spiral shape. Or you can smear a spoonful atop Brie en Cro�te to create a hand-held appetizer that�s lacking for nothing in the flavor department.",https://drive.google.com/file/d/17NHph4-gBQTbs1Q8abRXwBRyOLj3BnZR/
Candied Pecans,Food,"Nuts, Dried Fruits, Seeds",$4.49 ,/5 Oz,"Sweet, salty, and with a rapturously resounding crunch, Trader Joe�s Candied Pecans can be counted on to provide a welcome pop of flavor and texture to any number of culinary situations. From a leafy green salad in need of an unconventional crouton, to baked goods in need of a sweet and nutty accent, or even just a regular old snack attack in need of something to munch on, these Candied Pecans are endlessly dependable. They�re made for us the old fashioned way, using simple methods and simple ingredients to achieve a simply delicious result: our supplier lightly coats the pecans in sugar before roasting them in a bit of oil until they�re nice and toasty, then gives them a light dusting of salt. They�re just the right balance of savory and sweet, and their oh-so-craveable crunch will keep you coming back for more, bite after bite.",https://drive.google.com/file/d/1bJENiZ-UsSjKihzbvuiaRnROXiyHjLYJ/
Fuyu Persimmons,Food,Fruits,$0.79 ,/1 Each,"There are few fruits in the world as sweet, juicy, and elegantly-textured as a perfectly ripe Fuyu Persimmon. Its rich, tropical flavor is often described as being somewhere between a mango, a peach, and a plum, with an enchanting note of honey throughout. Originally cultivated in Japan (�Fuyu� is Japanese for �persimmon�), they�ve since flourished around the world, beloved for their unique taste, soft flesh, and, dare we say it, kind of adorable appearance. We certainly adore them, which is why we offer them for the remarkable retail of 79�, each.
In addition to making a great snack, simply eaten fresh, their fascinating flavor also tends to synergize well with savory elements. We recommend caramelizing a few slices in a skillet and pairing them with a bit of T�te de Moine for a truly singular eating experience. Just make sure to grab �em while you can � Fuyu season only lasts until the early spring, and once they�re gone, they won�t be back �til next year.",https://drive.google.com/file/d/1XX4qt1qrZgkxQdRvUIOOqnWtiVCgnZAG/
New York Deli Style Cheesecake,Food,Cool Desserts,$7.49 ,/30 Oz,"With its sweet, ever-so-slightly tart, sour cream and cream cheese base, as well as its crumbly graham cracker crust, Trader Joe�s New York Deli Style Baked Cheesecake is the very definition of luxurious. Every bite is rich, creamy, and superbly satisfying, with a texture that coats the mouth, tickles the tastebuds, and happens to go perfectly with a cup of freshly brewed coffee.
Delicious any time of year, but especially during the winter months, prepping our Cheesecake is as simple as taking it out of the freezer and letting it thaw for an hour or two at room temp. Seriously, that�s it! Once ready, you can serve it as is, or top it with warm strawberries, blueberries, or whipped cream for an even more indulgent treat.",https://drive.google.com/file/d/1d7kSo71nkVRLLgSGidO-DheWxv5jaTmL/
Fried Olive Bites,Food,Appetizers,$4.49 ,/8 Oz,"Olives always come out at the holidays. Sure, you�ll find them on our shelves year �round, but we always add some extra-special olives this time of year. One of our new favorites, however, won�t be found on our shelves. Trader Joe�s Fried Olive Bites are available only in our freezers!
Two olive varieties renowned for their flavor�green Castelvetrano olives from Italy and dark purple Kalamatas from Greece�are both pitted and finely chopped, then mixed and bound together, creating a kind of olive �dough,� if you will. Through the miracle of modern machinery, a velvety mixture of mascarpone, Roquefort, and cream cheeses is enveloped by this olive mix. Finally, these �cheese-stuffed olives� are lightly battered, rolled in panko breadcrumbs, and fried to a crispness that retains its texture when you reheat these Bites for about 10 minutes in your own 400�F oven. Served when still warm, you�ll experience that crisp exterior, followed by the taste of tender, meaty olives, followed by smooth, creamy cheese... followed by true (albeit momentary), food-induced bliss.",https://drive.google.com/file/d/11RXP2Wyp9WtJSrMz6-V5EuWFByAD5jiK/
Ground Fermented Black Garlic,Food,Spices,$2.99 ,/1.02 Oz,"There�s some serious science behind the fermentation process that leaves fermented garlic as black, soft, and surprisingly sweet as it is. When subjected to just the right level of heat and humidity, the allicin within fresh garlic � i.e., the chemical that gives garlic its uniquely pungent flavor and aroma � begins to break down into S-allylcysteine, a compound that turns the whitish garlic cloves black, softens them, and converts their distinctly garlicky flavor into something sweeter, richer, and more complex. Intrigued? We can�t blame you. Luckily, with Trader Joe�s Ground Fermented Black Garlic, it�s never been easier to add this extraordinary flavor to whatever dish strikes your fancy.
A long-standing staple of culinary traditions all across the Asian continent, Fermented Black Garlic makes an excellent addition to even the simplest of foods: soups, roasted potatoes, grilled meats, marinades, even a pot of simple stove top mac & cheese becomes an elevated eating experience with a few dashes of Ground Fermented Black Garlic.",https://drive.google.com/file/d/1IJIXuaTbMiIf4Mea3oGVLySmm55Tl-WQ/
Organic Dried & Pitted Deglet Noor Dates,Food,"Nuts, Dried Fruits, Seeds",$2.99 ,/8 Oz,"We sell a whole lot of dates in our stores, the vast majority of which are of the Medjool variety. However, there�s a whole wide world of dates out there, representing a vast spectrum of color, flavor, and texture: varieties like golden Barhi dates, nutty Zahidi dates, and super-soft Mazafati dates are some notable examples. For our latest foray into the date world, we�ve chosen Deglet Noor Dates, a variety that�s slightly less sweet and just a touch firmer than a typical Medjool. As Trader Joe�s Organic Dried & Pitted Deglet Noor Dates ably demonstrate, this milder flavor and toothsome texture make them perfect for all sorts of sweet, savory, or even just snack- based situations.
Organically grown in California, our supplier pits each Date prior to packing, which both makes snacking easier, and leaves a convenient cavity, within which you can stuff cream cheese, blue cheese, chevre, or even bits of bacon or prosciutto. Aside from the implications for appetizers this creates, these Dates are also great for using in baking, incorporating into sauces, or chopping up and mixing into salads. For a nice boost of energy, try taking a handful with you, along with some walnuts, almonds, or cashews, the next time you go on a hike.",https://drive.google.com/file/d/1sS732r7-kaZ_ODsFnTOIoZokzysXdZJC/
Parmigiano Reggiano Aged 40 Months,Food,"Wedges, Wheels, Loaves, Logs",$16.99 ,/1 Lb,"What makes this particular Parmigiano so special is that it�s aged 40 months. Yes, that�s 3 years and 4 months! And yes, it is distinctively nutty, with a full and fruity aroma, intense notes of melted butter, and a wonderfully crumbly texture that only comes with such age. A Parmesan this good isn�t just for grating over pasta (though it is excellent there). It�s entirely enjoyable on its own, maybe with a drizzle of honey, or slices of your favorite fall apples. Adding it to your holiday cheeseboard will add a wow factor that�s undeniable.
It�s made in the Parma-Reggio Emilia region (official P.D.O.), with strict adherence to traditions handed down over nearly one-thousand years�from the production of the milk, through the entire cheese-making process. Just three ingredients are used: the highest quality raw cow�s milk, animal rennet, and salt. We suppose you might consider �knowledge� a fourth ingredient�the knowledge applied to making and inspecting each wheel of Parmigiano as it matures over time. Only the best wheels are chosen to go the 40-month distance, and this Trader Joe�s cheese certainly makes the cut.",https://drive.google.com/file/d/1VnRo5-_vHwtv6tKm5gYfvvjMstU88hhk/
Cut Butternut Squash,Food,Veggies,$3.99 ,/2 Lb,"When you�re tasked with tackling a mile-long meal prep list, cooking shortcuts like Trader Joe�s Cut Vegetables are key�it�s like having your own personal sous chef, without the price tag. And while we offer all manner of pre-cut veggies in our refrigerated case throughout the year, during the holiday season we up the ante with generously-sized, two-pound bags of peeled and Cut Butternut Squash, big enough to feed a crowd, and ready to roast (or mash, or bake) to your heart�s content.
Bake the Butternut with melted butter, paprika, and sea salt for an easy side dish, or pur�e it and blend with tahini for a fall-inspired hummus.",https://drive.google.com/file/d/1vwm-imEUdc_aDy9pz033jzyEEkpAtb18/
Brussels Sprouts,Food,Veggies,$3.99 ,/2 Lb,"When you�re tasked with tackling a mile-long meal prep list, cooking shortcuts like Trader Joe�s Cut Vegetables are key�it�s like having your own personal sous chef, without the price tag. And while we offer all manner of pre-cut veggies in our refrigerated case throughout the year, during the holiday season we up the ante with generously-sized, two-pound bags of peeled and trimmed Brussels Sprouts, big enough to feed a crowd, and ready to roast (or mash, or bake) to your heart�s content.
Toss them with olive oil, salt & pepper, and a bit of maple syrup, then roast until the sprouts are fork-tender and caramelized for a simple, yet stunning side dish. However you use them, you�ll be happy knowing you saved yourself some time and some cash in the process.",https://drive.google.com/file/d/1j9_zO_uWc8uMFwE_HeRPROx1xcOFSl3J/
Fresh Cranberry Sauce,Food,Dressing & Seasoning,$3.99 ,/16 Oz,"Do you like the flavor and texture of fresh cranberry sauce, but not interested in the work? Trader Joe�s Fresh Cranberry Sauce is a deep red sauce made with whole cranberries, stirred and brought to a boil with water and sugar just until they pop. It�s uncomplicated, and incomparably delicious.",https://drive.google.com/file/d/1q7rqO7dx7MGsD82MfwPuhShBFtvwxfU9/
"Spiral Sliced Uncured Ham, Quarter",Food,"Beef, Pork & Lamb",$5.99 ,/1 Lb,"Trader Joe�s Spiral Sliced Uncured Hams have a lot going for them: our hams are 100% antibiotic-free, and come only from vegetarian-fed pigs that have never received hormones and are never restrained in gestation or farrowing crates. What�s more, they have no added nitrates or nitrites�except what�s naturally present in celery and sea salt. Each of our hams is conveniently spiral-sliced, which allows the meat to stay connected to the bone until it�s gently removed with the twist of a fork (hello, faster buffet lines!). And lastly, each ham comes fully cooked, requiring only a gentle warming at 275�F for 12 to 15 minutes per pound. This translates to just over one hour for our quarter hams (4 to 4.5 pounds each) and around two hours for our half hams (8 to 9 pounds each)�leaving you with more time to prep side dishes, or to get in a quick nap in before the festivities begin.",https://drive.google.com/file/d/1817nc-zrCzmZWmsiKm7poN4Ir6AYxnFE/
Thanksgiving Stuffing Seasoned Kettle Chips,Food,"Chips, Crackers & Crunchy Bites",$2.49 ,/6 Oz,"We packed the flavor and experience of a Thanksgiving Stuffing meal into these Kettle Cooked Chips. Yes, we did. They�re made with thickly sliced, premium potatoes that are slow cooked in small batches. Once perfectly crispy, we add our proprietary blend of seasoning�salt, celery, sage, thyme� it�s like Thanksgiving dinner in every bite! Close your eyes and you might even taste a hint of gravy.
Thanksgiving Stuffing Seasoned Kettle Chips are the perfect stand-in for all of those autumn days where you�re dreaming of�but don�t get to feast on�turkey, stuffing, and gravy. They�re also great when you�re not in the mood for leftover turkey or Cornbread Stuffing, and you just want something� crunchy. These will kick up your football watching spread a notch or two. And they are, quite possibly, the best Black Friday-to-Cyber Monday �sustenance� you�ll find!",https://drive.google.com/file/d/127aTcYTAOXC1gtJI_4BhB7QQqphXxZ_8/
Gingerbread Turkey Trot Cookie Decorating Kit,Food,Candies & Cookies,$6.99 ,/20.8 Oz,"What�s better than a tasty, turkey-shaped gingerbread cookie you decorate yourself? Well, as it turns out, the answer to that is four turkey-shaped gingerbread cookies you decorate yourself! That�s right, we�re offering a flock of four, turkey-shaped gingerbread cookies (each one about 41/4 inches tall) in Trader Joe�s Turkey Trot Cookie Decorating Kit. Complete with two tubes of conveniently pre-made orange and black icing, brightly colored candy beads, and fall leaf-shaped sprinkles, this Kit provides incredible, edible entertainment while the real bird (or Turkey-less alternative), roasts away in the oven. You can use the finished cookies in place of name cards at the Thanksgiving table, or display them trotting along as part of a tablescape of fall foliage. Or simply decorate them for the purpose of eating straightaway!",https://drive.google.com/file/d/1S2diZMFhH_ou0k1F1H7Ci8kGXdem4T_R/
Nuts About Rosemary Mix,Food,"Nuts, Dried Fruits, Seeds",$6.99 ,/12 Oz,"Every good party needs a good bar mix. While you may not have a literal bar set up at your to-do, if you�re serving beverages of any kind � alcoholic or no � your guests will want some type of snack they can just grab by the handful. To that end, last year, we introduced Step Up To The Bar Snack Mix to, honestly, tremendous applause. Of course we knew it was good going in (that�s why we brought it in, silly), but we were truly surprised by the level of excitement the mix generated. It got us thinking� a savory mix made entirely of nuts� and we were on a mission.
That mission led to the creation of this year�s mega mix, Trader Joe�s Nuts About Rosemary Mix. As intended, this one�s all about the nuts. Inside the canister are copious quantities of roasted almonds, cashews, hazelnuts (aka Filberts), and pecans, blended with a rosemary-sea salt blend and spiked with just a touch of sugar (when we say just a touch, we mean less than one gram of added sugar per serving). This is the kind of Mix you can add to a cheese tray at an elegant soir�e one night, and enjoy by the handful during a football game the next. No matter the party occasion, this Mix presents a delicious opportunity to mix things up a bit. In case gift-giving is on your mind, it�s worth noting that it also makes an excellent addition to a gift basket for a favorite foodie.",https://drive.google.com/file/d/1vT7zrau04YGnKopTuxRFnpHfTb9AV5EY/
Brined Bone-In Half Turkey Breast Fully Cooked,Food,Entr�es & Center of Plate,$7.99 ,/1 Lb,"If your guest list is short, or meat-eaters are in the minority, a whole, big bird might feel like the center-of-the-plate equivalent of hyperbole. In these situations, what you need is Trader Joe's Fully Cooked Brined Bone-In Half Turkey Breast to eliminate the excess, while still supplying several juicy, flavorful portions of meat for the interested parties at the party.
Our Midwest supplier splits a full turkey breast, leaving the bone in, and marinating it in a brine of salt, sugar, black pepper, and garlic-herb butter. The Half Breast is then seared, and slowly cooked sous-vide.
It's not an exaggeration to say this approach produces a moist, juicy, and tender Half Turkey Breast with rich, slow-roasted flavor-and in just 40 minutes, versus the multiple hours it takes to cook a whole turkey.
We're selling each Fully Cooked Brined Bone-In Half Turkey Breast (about 2.5 pounds on average) for the precise price of $6.99 per pound. No hyperbole. Find it in our refrigerated deli section.",https://drive.google.com/file/d/1UL_dnOze1lsuyJ5nHq5QElArWn9FWb3N/
"Butter Quarters, Unsalted",Food,Butter,$3.69 ,/16 Oz,"Trader Joe�s Butter Quarters are high-quality, great-tasting sticks of butter that are useful for all sorts of daily cooking occasions. Each one-pound package contains four, four-ounce quarters made from Grade AA, pasteurized cream that comes from cows never given rBST hormones. That cream is well-churned, ensuring delicious butter with full, rich flavor. It�s reliably fresh, sweet, and creamy�every time!",https://drive.google.com/file/d/1px9DR4OpI6Bcu-xE7QWH12ii6zcts-_B/
"Butter Quarters, Salted",Food,Butter,$3.69 ,/16 Oz,"Trader Joe�s Butter Quarters are high-quality, great-tasting sticks of butter that are useful for all sorts of daily cooking occasions. Each one-pound package contains four, four-ounce quarters made from Grade AA, pasteurized cream that comes from cows never given rBST hormones. That cream is well-churned, ensuring delicious butter with full, rich flavor. It�s reliably fresh, sweet, and creamy�every time!",https://drive.google.com/file/d/1QP9bRRQmWa_aJpH3U649PrcFWlMAP1Ob/
Organic Gold Potatoes,Food,Veggies,$3.99 ,/3 Lb,"Lighter and creamier in consistency than their Russet cousins, our Organic Gold Potatoes make an excellent choice for mashing, roasting, and slicing thin for gratins all year round. They�re especially well-suited for big holiday meals. In addition to the aesthetic quality of their pale, golden-hued flesh, their skin takes on a softer texture when cooked, making it easier to manage when making rustic skin-on mashed potatoes. Gold Potatoes also crisp up wonderfully when quartered and roasted with a bit of olive oil and minced garlic, and they make a great addition to soups, stews, or curries. Would it be redundant of us to say these Potatoes are good as Gold?",https://drive.google.com/file/d/1mu3rsZfkp7v62zC82-sHu8OcRmj2rnYb/
Harvest Apple Salad Kit,Food,"Salads, Soups & Sides",$3.99 ,/9.2 Oz,"Trader Joe�s Harvest Apple Salad Kit is a fluffy spring mix that�s as varied in green, leafy flavors as it is in textures. Exactly what�s included in the bag is based on daily availability, and may include any (or all!) of the following: spinach, kale, green leaf lettuce, mizuna, butter lettuce, tango, green oak lettuce, green chard, arugula, frisee, red chard, red leaf lettuce, lolla rosa, radicchio, and red oak lettuce. To that canvas we add the makings of your masterpiece: shreds of Trader Joe�s Unexpected Cheddar; crisp, dried apple chips with cinnamon; and creamy, crunchy pecan pieces. Putting extra emphasis on the �apple� in this Harvest Apple Salad is an apple vinaigrette featuring apple cider vinegar, concentrated apple juice, Dijon mustard and savory spices. Add the protein of your choosing and make this a meal for two. Portion it onto four plates for a side salad that goes with any autumn meal.",https://drive.google.com/file/d/1kJrEK-58YgIwtNu0oH5zGTmQQu8EC3xE/
Four Cheese Scalloped Potatoes,Food,Entr�es & Center of Plate,$5.99 ,/17 Oz,"Back by popular demand, our fresh, heat-and-serve Scalloped Potatoes are here to make your holiday preparations that much easier. They�re made with layers of thinly sliced, savory potatoes, smothered in a rich cream sauce flavored with garlic, leeks, and a mix of four different cheeses: Parmesan, Asiago, fontina, and provolone. And it only takes a few minutes in the microwave, or a little longer in a conventional oven, to get this side dish steamy, melty, and ready to be served alongside roast turkey, ham, prime rib, or any number of other holiday entr�es.
That said, we should also add that Trader Joe�s Four Cheese Scalloped Potatoes make a quick and easy side dish for non-holiday meals, too. Whether it�s for a last-minute weeknight dinner, an office potluck, or even if you�re just suddenly in the mood for something creamy and comfy that tastes like it was made from scratch, these Scalloped Potatoes have you covered. We like to think of it as an all-around �easy does it� kind of dish � easy on the kitchen labor and easy on the wallet, too.",
Peri Peri Sauce,Food,Salsa & Hot Sauce,$3.29 ,/6.76 Fl Oz,"Depending on your tolerance for heat, a good hot sauce can be one of the most versatile tools in your kitchen. Some hot sauces, however, go beyond versatility to reach indispensability. That�s certainly the case for Trader Joe�s Peri-Peri Sauce, a one-sauce-fits-all condiment that combines the welcoming heat of fermented chilies and dried chili flakes, the tangy tartness of lemon juice, and the savory splendor of garlic to create a uniquely enchanting flavor profile that genuinely goes with everything. It�s spicy, a little sour, even a little sweet, and has a smooth, creamy texture that keeps you coming back for more, bite after bite.
Made for us by a supplier in South Africa, where peri-peri peppers are plentiful, this curiously complex Peri- Peri Sauce has an uncanny ability to not just match well with other foods, but to wake up and augment their flavors as well. From roasted chicken, to pork chops, to beer-battered fish, a nice drizzle of Peri-Peri can help bring out the inherent sweetness and depth of flavor to practically any protein. But that�s not all: it adds a new dimension to roasted veggies, tater tot nachos, and jackfruit tacos, it provides a delightful kick to fried rice, potato salad, or hummus, and makes an ideal dipping sauce for fried pickles, calamari, or tofu nuggets.",https://drive.google.com/file/d/1Ye2QZvNLTh1rOKPMfDe99K5GONktju7r/
Organic Naan Crackers,Food,"Chips, Crackers & Crunchy Bites",$3.29 ,/10 Oz,"Our supplier carefully crafts each Organic Naan Cracker to resemble a miniaturized naan, complete with raised bubbles and browned edges. They make an excellent accessory to charcuterie boards and cheese plates, where their mild flavor and homey notes of ghee work together to accentuate more savory flavors. We personally like them best when paired with a creamy, richly aromatic dip, like a garlicky hummus or a quick, homemade raita. Carry on, Organic Naan Crackers, and on, and on!",https://drive.google.com/file/d/1oVinW43Jk3c3sq9KnPLaEP6I0qYL8nvj/
Gluten Free Stuffing Mix,Food,For Baking & Cooking,$5.99 ,/12.4 Oz,"Like its companion Cornbread Stuffing Mix, Trader Joe�s Gluten Free Stuffing Mix can be prepared stuffed in your bird, as an oven casserole, or on the stovetop�this last method being an especially nice perk since your oven is likely already stuffed with other stuff. It�s seasoned with traditional poultry spices�such as oregano and sage�along with other familiar flavors, like chicken broth, onion, celery, garlic, and mushrooms.
So, what differentiates this duo? The contrast is in the croutons! While our classic Cornbread Stuffing is made with lightly toasted white bread mixed with cornbread croutons, our Gluten Free Stuffing Mix is crafted with croutons made from non-wheat flours, including: rice flour, brown rice flour, tapioca flour, and potato flour.",https://drive.google.com/file/d/1uUmVbsreqci8ryO9V_GjYlnoLn76f33N/
Cornbread Stuffing Mix,Food,For Baking & Cooking,$4.49 ,/12.4 Oz,"Our Cornbread Stuffing Mix can be prepared stuffed in your bird, as an oven casserole, or on the stovetop� this last method being an especially nice perk since your oven is likely already stuffed with other stuff! It�s made with a base of lightly toasted white bread mixed with cornbread croutons and seasoned with traditional poultry spices�such as oregano and sage�along with other familiar flavors, like chicken broth, onion, celery, garlic, and mushrooms.
Just combine butter, water, and the contents of the seasoning pouch in a saucepan and bring to a low boil for 3 to 5 minutes. Then fold in the bread and let it set for about 10 minutes. You�ll have fluffy, savory, flavorful Stuffing with minimal effort!",https://drive.google.com/file/d/1MUOWv7ZCQA76jYzU64RC_3zwhGQJZ_1u/
Condensed Cream of Portabella Mushroom Soup,Food,"Soup, Chili & Meals",$1.99 ,/11 Oz,"We�re not necessarily saying that fall is the definitive season for mushrooms, but there�s certainly something inherently autumnal about our Condensed Cream of Portabella Mushroom Soup. Perhaps it�s its deeply savory, umami notes and plush, creamy texture that seem to evoke that feeling when you�re safe and cozy indoors and it�s crisp and blustery outside. Perhaps it�s the way that every satisfying spoonful seems to warm you from the inside out. Perhaps it�s the fact that it�s used in so many iconic fall recipes, like a classic green bean casserole. Whatever the case, this silky, seasonal Soup is here to bring you the comforts of autumn.",https://drive.google.com/file/d/1MM-Hg4mfho3831cFihGD2RJ3EN-Dqq7Q/
All Butter Puff Pastry Sheets,Food,Cool Desserts,$4.49 ,/18.3 Oz,"P�te Feuillet�e literally means �leaf-like pastry,� referring to the hundreds of thin, alternating layers (729 layers, to be exact!) of butter and flour that activate its �puffing� in the oven. As the butter heats up, it steams, lifting and separating the layers around it. This happens between every layer, resulting in an almost impossibly delicate and crisp outside, with an interior that is airy and soft. Since butter is the key, we sought out a French supplier who not only has the �prowess,� but who also uses butter in their P�te Feuillet�e, instead of the shortenings you commonly find in other store-bought puff pastry dough.
What will you make with Trader Joe's All Butter Puff Pastry Sheets? There are at least as many options as there are thin layers of this folded dough. Make croissants, cinnamon rolls, Palmiers, biscuits, popovers, hand-pies, strudels, flatbreads, pizzas, potpies, Beef Wellington, Brie en croute, Napoleons, churros�",https://drive.google.com/file/d/1XRrveJzEj__rWIeIqj7Q-P9OlYEO7BEM/
Cranberry Sauce,Food,Condiments,$2.49 ,/12 Oz,"Our Cranberry Sauce comes from true craftsmen who�ve been perfecting their sauces for well over a century, and this time-honored combination of cranberries, sugar, water, and pectin is right in their wheelhouse. They slow-cook the aforementioned ingredients in small batches to create a sweet-tart, spoonable sauce that provides a pleasant counterpoint to the savory turkey and vegetable dishes of the traditional Thanksgiving meal, but there�s no need to stop there�swirl it into yogurt or oatmeal, add it to a vinaigrette, or serve alongside meatballs for a festively filling snack. Take a meal prep task off your plate and put a spoonful of Trader Joe�s Cranberry Sauce on it instead!",https://drive.google.com/file/d/1X7kMxuI6swXlmAiYf2v-GrcAWScl5hCR/
Turkey Gravy,Food,Dressing & Seasoning,$1.49 ,/17.6 Oz,"There are things you really want to make from scratch at Thanksgiving. Everyone�s list is different, and there�s really no wrong way to go about it, but there are just some places you don�t go for the shortcut. For us, a favorite place to include a �ready-to-use� option is the gravy boat. Making gravy from scratch is great, and yet it can cause some last-minute drama of the omg-everything-else-is-ready-and-we-still-haven�t-made-the-gravy variety.
Trader Joe�s Turkey Gravy offers an open-pour-heat option that can go from shelf-to-table in moments. Its herby flavors are just what you want with this holiday meal, and we guarantee no lumps. If you want to dress it up a bit, you can give it a quick stovetop spin and augment it with whatever you think is needed to make it �homemade.�",https://drive.google.com/file/d/1JFt-5C_ddqDz2Mwv1FmtmgowYYbFkV1F/
12 Cranberry Orange Bars,Food,Cool Desserts,$4.99 ,/10.5 Oz,"Just like their Lemon-y counterparts, these Bars start with a base of delightfully buttery shortbread, which is topped with a sweet, creamy, silky-textured curd. This time, however, our supplier employs a wonderfully wintry combination of tart cranberry pur�e and sweetened orange peel to create a sensationally seasonal treat that�s perfect for holiday potlucks, post-feast desserts, or even idly eating with a cup of hot tea.
Preparation couldn�t be simpler: just leave these to thaw at room temperature for one hour, or in the fridge for at least four hours, then serve. Their eye-catching, muted ruby color and clean-cut appearance make them a real gem when presented at the holiday table, and they pair splendidly with a dollop of fresh whipped cream or scoop of French Vanilla Ice Cream. And since each box comes pre-portioned and ready to serve, it�s easy to grab a Bar or two at a time for an occasional midday indulgence.",https://drive.google.com/file/d/1W2WBQByy0BXVlMp0L1xbNn91jKQHvvu-/
Mini Marshmallows,Food,For Baking & Cooking,$2.99 ,/10 Oz,"With pillowy precision, Trader Joe�s Mini Marshmallows have arrived just in time for hot-cocoa season. Compared to the s�more sized mallows we sell through the summer, these fluffy puffs are significantly smaller� but just as delicious. In fact, they�re made with exactly the same recipe, which means these miniature clouds of chewy, vanilla-y goodness are also gluten and gelatin free. This is happy news for vegan and -keeping mallow mavens, and even better timing for those about to assemble, say, a sumptuous Sweet Potato Casserole� (There�s a recipe on the package.)",https://drive.google.com/file/d/1sBFrHahOvd28xdkFcOq9hPP-n3xyGT67/
Nantucket Style Cranberry Pie,Food,Cool Desserts,$6.49 ,/16.5 Oz,"Is it a pie? A cake? Or a cobbler? Traditionally found on holiday tables across New England, this Nantucket Style Cranberry Pie speaks for itself. Tart cranberries and walnut pieces form the base for this buttery, exquisite confection, and accents of almond and vanilla set this humble dessert apart from the rest. One bite of this pleasantly tart alternative to traditionally super-sweet holiday offerings, and you won�t want to argue about whether it should be called pie, cake or cobbler � you�ll just want more.
How does one enjoy this ambrosial treat? To defrost, simply remove the pie from the wrapper and place it in a 325-degree oven for 20 minutes. Or if your oven is full of turkey and stuffing, set the pie out on the counter at room temperature for 1-2 hours. Once defrosted, invert the pie onto your desired serving dish and remove the paper pan. Enjoy at room temperature or warm out of the oven, served on its own, with whipped cream, Vanilla Ice Cream or an ethereal dusting of Organic Powdered Sugar.",https://drive.google.com/file/d/1G64p0Ol0Kzf1_QIiU_HwyaGhrCiLUAMS/
Holiday Vegetable Hash,Food,"Salads, Soups & Sides",$4.99 ,/18 Oz,"Looking for something to make Meatless Monday more exciting? How about a colorful side dish for pork, chicken, or fish? Or perhaps, a pre-seasoned blend of veggies to add to your holiday stuffing? Trader Joe�s Holiday Vegetable Hash is all of these things, in one, unassuming container.
Each lidded, 100% recyclable plastic tub is filled with small dices of butternut squash, sweet potatoes, red onions, and celery, accompanied by a flavorful and fragrant herb-trio of parsley, sage, and rosemary. This size cooks quickly, whether on the stovetop as a saut� or roasted to perfection in your oven. Once it�s cooked, it holds its own as a satisfying side, and blends beautifully with your stuffing to add flavor, color, and texture. You might even try it as a base for poached eggs for a twist on a diner classic. Delish!",https://drive.google.com/file/d/1d1ZfVCdLT4WlwYIlYy6wZLOYNXoYAaGy/
White Stilton with Cranberries,Food,"Wedges, Wheels, Loaves, Logs",$10.99 ,/1 Lb,"Trader Joe's White Stilton with Cranberries comes from the UK�s premier maker of white Stilton and a generous portion of Cranberries � mixed together to give a fusion of creamy mouth feel and slightly tart cranberries. The sharpness of the cranberries compliment the smoothness of the cheese. This prize winning cheese is visually stunning and it�s a great accompaniment on any cheeseboard. Anything left over? Just melt it on a turkey wrap for the perfect 'using up the bits left over after Thanksgiving brunch', and wash it down with the last bottle of bubbly!",https://drive.google.com/file/d/1EUMDZ4L3FvKFva7b_AC-YHl8d6f-_XkQ/
Turkey Sausage Stuffing Fried Rice,Food,Entr�es & Sides,$4.49 ,/16 Oz,"Certain foods are destined to be on the Thanksgiving dinner table: turkey, cranberry sauce, stuffing, fried rice� wait, what?! Ok, so maybe fried rice has not been traditional, but once folks give our new Turkey Sausage Stuffing Fried Rice a try, it�s likely fried rice will rank right up there with mashed potatoes and gravy!
This Thanksgiving edition starts with long-grain rice, to which we add onion, celery, and breadcrumbs (evoking stuffing) with holiday herbs, including rosemary, parsley, and thyme. There are familiar Thanksgiving veggies, such as slivered green beans, corn, and carrots�plus fried onion pieces, because: Thanksgiving! Last, but not least, there�s the turkey sausage. We first tried thigh meat, going after that �leftover turkey� vibe. Ultimately, we found that the well-seasoned nature of sausage best fit this context. Cook it from frozen in a saut� pan with butter or oil, and after about five minutes, a new Thanksgiving tradition is born!",https://drive.google.com/file/d/17JEqMnDgkTQnD04VAbYe6Uzd2Lwt1Kz5/
